;Souce;Target;Common Diseases
6538;KIAA1199;GRHL2;1
6539;KIAA1199;ESPN;1
6540;KIAA1199;TMC1;1
6541;KIAA1199;OTOA;1
6542;KIAA1199;STRC;1
6543;KIAA1199;TMIE;1
6544;KIAA1199;SLC26A5;1
6545;CDH23;JAG1;1
6546;CDH23;GJB2;1
6547;CDH23;EYA4;1
6548;CDH23;MASS1;1
6549;CDH23;ACTG1;1
6550;CDH23;ATP2B2;1
6551;CDH23;COL11A2;1
6552;CDH23;CRYM;1
6553;CDH23;TIMM8A;1
6554;CDH23;DFNA5;1
6555;CDH23;COCH;1
6556;CDH23;DIAPH1;1
6557;CDH23;DSPP;1
6558;CDH23;GJB3;1
6559;CDH23;MYH9;1
6560;CDH23;MYO1A;1
6561;CDH23;MYO6;1
6562;CDH23;MYO7A;2
6563;CDH23;SLC26A4;1
6564;CDH23;POU3F4;1
6565;CDH23;POU4F3;1
6566;CDH23;TECTA;1
6567;CDH23;KCNQ4;1
6568;CDH23;OTOF;1
6569;CDH23;USH1C;2
6570;CDH23;GJB6;1
6571;CDH23;CLDN14;1
6572;CDH23;DFNB31;1
6573;CDH23;MYO15A;1
6574;CDH23;MYO3A;1
6575;CDH23;KIAA1199;1
6576;CDH23;TMPRSS3;1
6577;CDH23;PCDH15;2
6578;CDH23;MYH14;1
6579;CDH23;GRHL2;1
6580;CDH23;ESPN;1
6581;CDH23;TMC1;1
6582;CDH23;OTOA;1
6583;CDH23;STRC;1
6584;CDH23;TMIE;1
6585;CDH23;SLC26A5;1
6586;CDH23;USH2A;1
6587;CDH23;USH3A;1
6588;CDH23;USH1G;1
6589;TMPRSS3;JAG1;1
6590;TMPRSS3;GJB2;1
6591;TMPRSS3;EYA4;1
6592;TMPRSS3;ACTG1;1
6593;TMPRSS3;ATP2B2;1
6594;TMPRSS3;COL11A2;1
6595;TMPRSS3;CRYM;1
6596;TMPRSS3;TIMM8A;1
6597;TMPRSS3;DFNA5;1
6598;TMPRSS3;COCH;1
6599;TMPRSS3;DIAPH1;1
6600;TMPRSS3;DSPP;1
6601;TMPRSS3;GJB3;1
6602;TMPRSS3;MYH9;1
6603;TMPRSS3;MYO1A;1
6604;TMPRSS3;MYO6;1
6605;TMPRSS3;MYO7A;1
6606;TMPRSS3;SLC26A4;1
6607;TMPRSS3;POU3F4;1
6608;TMPRSS3;POU4F3;1
6609;TMPRSS3;TECTA;1
6610;TMPRSS3;KCNQ4;1
6611;TMPRSS3;OTOF;1
6612;TMPRSS3;USH1C;1
6613;TMPRSS3;GJB6;1
6614;TMPRSS3;CLDN14;1
6615;TMPRSS3;DFNB31;1
6616;TMPRSS3;MYO15A;1
6617;TMPRSS3;MYO3A;1
6618;TMPRSS3;KIAA1199;1
6619;TMPRSS3;CDH23;1
6620;TMPRSS3;PCDH15;1
6621;TMPRSS3;MYH14;1
6622;TMPRSS3;GRHL2;1
6623;TMPRSS3;ESPN;1
6624;TMPRSS3;TMC1;1
6625;TMPRSS3;OTOA;1
6626;TMPRSS3;STRC;1
6627;TMPRSS3;TMIE;1
6628;TMPRSS3;SLC26A5;1
6629;PCDH15;JAG1;1
6630;PCDH15;GJB2;1
6631;PCDH15;EYA4;1
6632;PCDH15;MASS1;1
6633;PCDH15;ACTG1;1
6634;PCDH15;ATP2B2;1
6635;PCDH15;COL11A2;1
6636;PCDH15;CRYM;1
6637;PCDH15;TIMM8A;1
6638;PCDH15;DFNA5;1
6639;PCDH15;COCH;1
6640;PCDH15;DIAPH1;1
6641;PCDH15;DSPP;1
6642;PCDH15;GJB3;1
6643;PCDH15;MYH9;1
6644;PCDH15;MYO1A;1
6645;PCDH15;MYO6;1
6646;PCDH15;MYO7A;2
6647;PCDH15;SLC26A4;1
6648;PCDH15;POU3F4;1
6649;PCDH15;POU4F3;1
6650;PCDH15;TECTA;1
6651;PCDH15;KCNQ4;1
6652;PCDH15;OTOF;1
6653;PCDH15;USH1C;2
6654;PCDH15;GJB6;1
6655;PCDH15;CLDN14;1
6656;PCDH15;DFNB31;1
6657;PCDH15;MYO15A;1
6658;PCDH15;MYO3A;1
6659;PCDH15;KIAA1199;1
6660;PCDH15;CDH23;2
6661;PCDH15;TMPRSS3;1
6662;PCDH15;MYH14;1
6663;PCDH15;GRHL2;1
6664;PCDH15;ESPN;1
6665;PCDH15;TMC1;1
6666;PCDH15;OTOA;1
6667;PCDH15;STRC;1
6668;PCDH15;TMIE;1
6669;PCDH15;SLC26A5;1
6670;PCDH15;USH2A;1
6671;PCDH15;USH3A;1
6672;PCDH15;USH1G;1
6673;MYH14;JAG1;1
6674;MYH14;GJB2;1
6675;MYH14;EYA4;1
6676;MYH14;ACTG1;1
6677;MYH14;ATP2B2;1
6678;MYH14;COL11A2;1
6679;MYH14;CRYM;1
6680;MYH14;TIMM8A;1
6681;MYH14;DFNA5;1
6682;MYH14;COCH;1
6683;MYH14;DIAPH1;1
6684;MYH14;DSPP;1
6685;MYH14;GJB3;1
6686;MYH14;MYH9;1
6687;MYH14;MYO1A;1
6688;MYH14;MYO6;1
6689;MYH14;MYO7A;1
6690;MYH14;SLC26A4;1
6691;MYH14;POU3F4;1
6692;MYH14;POU4F3;1
6693;MYH14;TECTA;1
6694;MYH14;KCNQ4;1
6695;MYH14;OTOF;1
6696;MYH14;USH1C;1
6697;MYH14;GJB6;1
6698;MYH14;CLDN14;1
6699;MYH14;DFNB31;1
6700;MYH14;MYO15A;1
6701;MYH14;MYO3A;1
6702;MYH14;KIAA1199;1
6703;MYH14;CDH23;1
6704;MYH14;TMPRSS3;1
6705;MYH14;PCDH15;1
6706;MYH14;GRHL2;1
6707;MYH14;ESPN;1
6708;MYH14;TMC1;1
6709;MYH14;OTOA;1
6710;MYH14;STRC;1
6711;MYH14;TMIE;1
6712;MYH14;SLC26A5;1
6713;GRHL2;JAG1;1
6714;GRHL2;GJB2;1
6715;GRHL2;EYA4;1
6716;GRHL2;ACTG1;1
6717;GRHL2;ATP2B2;1
6718;GRHL2;COL11A2;1
6719;GRHL2;CRYM;1
6720;GRHL2;TIMM8A;1
6721;GRHL2;DFNA5;1
6722;GRHL2;COCH;1
6723;GRHL2;DIAPH1;1
6724;GRHL2;DSPP;1
6725;GRHL2;GJB3;1
6726;GRHL2;MYH9;1
6727;GRHL2;MYO1A;1
6728;GRHL2;MYO6;1
6729;GRHL2;MYO7A;1
6730;GRHL2;SLC26A4;1
6731;GRHL2;POU3F4;1
6732;GRHL2;POU4F3;1
6733;GRHL2;TECTA;1
6734;GRHL2;KCNQ4;1
6735;GRHL2;OTOF;1
6736;GRHL2;USH1C;1
6737;GRHL2;GJB6;1
6738;GRHL2;CLDN14;1
6739;GRHL2;DFNB31;1
6740;GRHL2;MYO15A;1
6741;GRHL2;MYO3A;1
6742;GRHL2;KIAA1199;1
6743;GRHL2;CDH23;1
6744;GRHL2;TMPRSS3;1
6745;GRHL2;PCDH15;1
6746;GRHL2;MYH14;1
6747;GRHL2;ESPN;1
6748;GRHL2;TMC1;1
6749;GRHL2;OTOA;1
6750;GRHL2;STRC;1
6751;GRHL2;TMIE;1
6752;GRHL2;SLC26A5;1
6753;ESPN;JAG1;1
6754;ESPN;GJB2;1
6755;ESPN;EYA4;1
6756;ESPN;ACTG1;1
6757;ESPN;ATP2B2;1
6758;ESPN;COL11A2;1
6759;ESPN;CRYM;1
6760;ESPN;TIMM8A;1
6761;ESPN;DFNA5;1
6762;ESPN;COCH;1
6763;ESPN;DIAPH1;1
6764;ESPN;DSPP;1
6765;ESPN;GJB3;1
6766;ESPN;MYH9;1
6767;ESPN;MYO1A;1
6768;ESPN;MYO6;1
6769;ESPN;MYO7A;1
6770;ESPN;SLC26A4;1
6771;ESPN;POU3F4;1
6772;ESPN;POU4F3;1
6773;ESPN;TECTA;1
6774;ESPN;KCNQ4;1
6775;ESPN;OTOF;1
6776;ESPN;USH1C;1
6777;ESPN;GJB6;1
6778;ESPN;CLDN14;1
6779;ESPN;DFNB31;1
6780;ESPN;MYO15A;1
6781;ESPN;MYO3A;1
6782;ESPN;KIAA1199;1
6783;ESPN;CDH23;1
6784;ESPN;TMPRSS3;1
6785;ESPN;PCDH15;1
6786;ESPN;MYH14;1
6787;ESPN;GRHL2;1
6788;ESPN;TMC1;1
6789;ESPN;OTOA;1
6790;ESPN;STRC;1
6791;ESPN;TMIE;1
6792;ESPN;SLC26A5;1
6793;TMC1;JAG1;1
6794;TMC1;GJB2;1
6795;TMC1;EYA4;1
6796;TMC1;ACTG1;1
6797;TMC1;ATP2B2;1
6798;TMC1;COL11A2;1
6799;TMC1;CRYM;1
6800;TMC1;TIMM8A;1
6801;TMC1;DFNA5;1
6802;TMC1;COCH;1
6803;TMC1;DIAPH1;1
6804;TMC1;DSPP;1
6805;TMC1;GJB3;1
6806;TMC1;MYH9;1
6807;TMC1;MYO1A;1
6808;TMC1;MYO6;1
6809;TMC1;MYO7A;1
6810;TMC1;SLC26A4;1
6811;TMC1;POU3F4;1
6812;TMC1;POU4F3;1
6813;TMC1;TECTA;1
6814;TMC1;KCNQ4;1
6815;TMC1;OTOF;1
6816;TMC1;USH1C;1
6817;TMC1;GJB6;1
6818;TMC1;CLDN14;1
6819;TMC1;DFNB31;1
6820;TMC1;MYO15A;1
6821;TMC1;MYO3A;1
6822;TMC1;KIAA1199;1
6823;TMC1;CDH23;1
6824;TMC1;TMPRSS3;1
6825;TMC1;PCDH15;1
6826;TMC1;MYH14;1
6827;TMC1;GRHL2;1
6828;TMC1;ESPN;1
6829;TMC1;OTOA;1
6830;TMC1;STRC;1
6831;TMC1;TMIE;1
6832;TMC1;SLC26A5;1
6833;OTOA;JAG1;1
6834;OTOA;GJB2;1
6835;OTOA;EYA4;1
6836;OTOA;ACTG1;1
6837;OTOA;ATP2B2;1
6838;OTOA;COL11A2;1
6839;OTOA;CRYM;1
6840;OTOA;TIMM8A;1
6841;OTOA;DFNA5;1
6842;OTOA;COCH;1
6843;OTOA;DIAPH1;1
6844;OTOA;DSPP;1
6845;OTOA;GJB3;1
6846;OTOA;MYH9;1
6847;OTOA;MYO1A;1
6848;OTOA;MYO6;1
6849;OTOA;MYO7A;1
6850;OTOA;SLC26A4;1
6851;OTOA;POU3F4;1
6852;OTOA;POU4F3;1
6853;OTOA;TECTA;1
6854;OTOA;KCNQ4;1
6855;OTOA;OTOF;1
6856;OTOA;USH1C;1
6857;OTOA;GJB6;1
6858;OTOA;CLDN14;1
6859;OTOA;DFNB31;1
6860;OTOA;MYO15A;1
6861;OTOA;MYO3A;1
6862;OTOA;KIAA1199;1
6863;OTOA;CDH23;1
6864;OTOA;TMPRSS3;1
6865;OTOA;PCDH15;1
6866;OTOA;MYH14;1
6867;OTOA;GRHL2;1
6868;OTOA;ESPN;1
6869;OTOA;TMC1;1
6870;OTOA;STRC;1
6871;OTOA;TMIE;1
6872;OTOA;SLC26A5;1
6873;STRC;JAG1;1
6874;STRC;GJB2;1
6875;STRC;EYA4;1
6876;STRC;ACTG1;1
6877;STRC;ATP2B2;1
6878;STRC;COL11A2;1
6879;STRC;CRYM;1
6880;STRC;TIMM8A;1
6881;STRC;DFNA5;1
6882;STRC;COCH;1
6883;STRC;DIAPH1;1
6884;STRC;DSPP;1
6885;STRC;GJB3;1
6886;STRC;MYH9;1
6887;STRC;MYO1A;1
6888;STRC;MYO6;1
6889;STRC;MYO7A;1
6890;STRC;SLC26A4;1
6891;STRC;POU3F4;1
6892;STRC;POU4F3;1
6893;STRC;TECTA;1
6894;STRC;KCNQ4;1
6895;STRC;OTOF;1
6896;STRC;USH1C;1
6897;STRC;GJB6;1
6898;STRC;CLDN14;1
6899;STRC;DFNB31;1
6900;STRC;MYO15A;1
6901;STRC;MYO3A;1
6902;STRC;KIAA1199;1
6903;STRC;CDH23;1
6904;STRC;TMPRSS3;1
6905;STRC;PCDH15;1
6906;STRC;MYH14;1
6907;STRC;GRHL2;1
6908;STRC;ESPN;1
6909;STRC;TMC1;1
6910;STRC;OTOA;1
6911;STRC;TMIE;1
6912;STRC;SLC26A5;1
6913;TMIE;JAG1;1
6914;TMIE;GJB2;1
6915;TMIE;EYA4;1
6916;TMIE;ACTG1;1
6917;TMIE;ATP2B2;1
6918;TMIE;COL11A2;1
6919;TMIE;CRYM;1
6920;TMIE;TIMM8A;1
6921;TMIE;DFNA5;1
6922;TMIE;COCH;1
6923;TMIE;DIAPH1;1
6924;TMIE;DSPP;1
6925;TMIE;GJB3;1
6926;TMIE;MYH9;1
6927;TMIE;MYO1A;1
6928;TMIE;MYO6;1
6929;TMIE;MYO7A;1
6930;TMIE;SLC26A4;1
6931;TMIE;POU3F4;1
6932;TMIE;POU4F3;1
6933;TMIE;TECTA;1
6934;TMIE;KCNQ4;1
6935;TMIE;OTOF;1
6936;TMIE;USH1C;1
6937;TMIE;GJB6;1
6938;TMIE;CLDN14;1
6939;TMIE;DFNB31;1
6940;TMIE;MYO15A;1
6941;TMIE;MYO3A;1
6942;TMIE;KIAA1199;1
6943;TMIE;CDH23;1
6944;TMIE;TMPRSS3;1
6945;TMIE;PCDH15;1
6946;TMIE;MYH14;1
6947;TMIE;GRHL2;1
6948;TMIE;ESPN;1
6949;TMIE;TMC1;1
6950;TMIE;OTOA;1
6951;TMIE;STRC;1
6952;TMIE;SLC26A5;1
6953;SLC26A5;JAG1;1
6954;SLC26A5;GJB2;1
6955;SLC26A5;EYA4;1
6956;SLC26A5;ACTG1;1
6957;SLC26A5;ATP2B2;1
6958;SLC26A5;COL11A2;1
6959;SLC26A5;CRYM;1
6960;SLC26A5;TIMM8A;1
6961;SLC26A5;DFNA5;1
6962;SLC26A5;COCH;1
6963;SLC26A5;DIAPH1;1
6964;SLC26A5;DSPP;1
6965;SLC26A5;GJB3;1
6966;SLC26A5;MYH9;1
6967;SLC26A5;MYO1A;1
6968;SLC26A5;MYO6;1
6969;SLC26A5;MYO7A;1
6970;SLC26A5;SLC26A4;1
6971;SLC26A5;POU3F4;1
6972;SLC26A5;POU4F3;1
6973;SLC26A5;TECTA;1
6974;SLC26A5;KCNQ4;1
6975;SLC26A5;OTOF;1
6976;SLC26A5;USH1C;1
6977;SLC26A5;GJB6;1
6978;SLC26A5;CLDN14;1
6979;SLC26A5;DFNB31;1
6980;SLC26A5;MYO15A;1
6981;SLC26A5;MYO3A;1
6982;SLC26A5;KIAA1199;1
6983;SLC26A5;CDH23;1
6984;SLC26A5;TMPRSS3;1
6985;SLC26A5;PCDH15;1
6986;SLC26A5;MYH14;1
6987;SLC26A5;GRHL2;1
6988;SLC26A5;ESPN;1
6989;SLC26A5;TMC1;1
6990;SLC26A5;OTOA;1
6991;SLC26A5;STRC;1
6992;SLC26A5;TMIE;1
6993;PRX;EGR2;1
6994;PRX;MPZ;1
6995;PRX;PMP22;1
6996;MAPT;PSEN1;1
6997;MAPT;TNF;1
6998;MAPT;SNCB;1
6999;MAPT;SNCA;1
7000;MAPT;ITM2B;1
7001;SNCB;PSEN1;1
7002;SNCB;TNF;1
7003;SNCB;MAPT;1
7004;SNCB;SNCA;1
7005;SNCB;ITM2B;1
7006;SNCA;PARK2;1
7007;SNCA;PSEN1;1
7008;SNCA;TNF;1
7009;SNCA;MAPT;1
7010;SNCA;SNCB;1
7011;SNCA;ITM2B;1
7012;SNCA;DBH;1
7013;SNCA;TBP;1
7014;SNCA;NDUFV2;1
7015;SNCA;NR4A2;1
7016;SNCA;UCHL1;1
7017;SNCA;SNCAIP;1
7018;SNCA;PARK7;1
7019;SNCA;PINK1;1
7020;SNCA;LRRK2;1
7021;ITM2B;PSEN1;1
7022;ITM2B;TNF;1
7023;ITM2B;MAPT;1
7024;ITM2B;SNCB;1
7025;ITM2B;SNCA;1
7026;WT1;BRCA2;1
7027;WT1;GPC3;1
7028;WT1;POU6F2;1
7029;PDGFB;PTEN;1
7030;PDGFB;MN1;1
7031;PDGFB;NF2;1
7032;AKT2;ACE;1
7033;AKT2;GCGR;1
7034;AKT2;GCK;1
7035;AKT2;GPD2;1
7036;AKT2;HNF4A;1
7037;AKT2;INSR;1
7038;AKT2;IPF1;1
7039;AKT2;IRS1;1
7040;AKT2;KCNJ11;1
7041;AKT2;NEUROD1;1
7042;AKT2;ENPP1;1
7043;AKT2;PPARG;1
7044;AKT2;SLC2A2;1
7045;AKT2;SLC2A4;1
7046;AKT2;ABCC8;1
7047;AKT2;TCF1;1
7048;AKT2;TCF2;1
7049;AKT2;VEGF;1
7050;AKT2;IRS2;1
7051;AKT2;MAPK8IP1;1
7052;AKT2;CAPN10;1
7053;AKT2;PTPN22;1
7054;AKT2;FOXP3;1
7055;AKT2;RETN;1
7056;AKT2;PTF1A;1
7057;AKT2;SUMO4;1
7058;GCGR;ACE;1
7059;GCGR;AKT2;1
7060;GCGR;GCK;1
7061;GCGR;GPD2;1
7062;GCGR;HNF4A;1
7063;GCGR;INSR;1
7064;GCGR;IPF1;1
7065;GCGR;IRS1;1
7066;GCGR;KCNJ11;1
7067;GCGR;NEUROD1;1
7068;GCGR;ENPP1;1
7069;GCGR;PPARG;1
7070;GCGR;SLC2A2;1
7071;GCGR;SLC2A4;1
7072;GCGR;ABCC8;1
7073;GCGR;TCF1;1
7074;GCGR;TCF2;1
7075;GCGR;VEGF;1
7076;GCGR;IRS2;1
7077;GCGR;MAPK8IP1;1
7078;GCGR;CAPN10;1
7079;GCGR;PTPN22;1
7080;GCGR;FOXP3;1
7081;GCGR;RETN;1
7082;GCGR;PTF1A;1
7083;GCGR;SUMO4;1
7084;GCK;ACE;1
7085;GCK;AKT2;1
7086;GCK;GCGR;1
7087;GCK;GPD2;1
7088;GCK;HNF4A;2
7089;GCK;INSR;1
7090;GCK;IPF1;2
7091;GCK;IRS1;1
7092;GCK;KCNJ11;1
7093;GCK;NEUROD1;1
7094;GCK;ENPP1;1
7095;GCK;PPARG;1
7096;GCK;SLC2A2;1
7097;GCK;SLC2A4;1
7098;GCK;ABCC8;1
7099;GCK;TCF1;2
7100;GCK;TCF2;2
7101;GCK;VEGF;1
7102;GCK;IRS2;1
7103;GCK;MAPK8IP1;1
7104;GCK;CAPN10;1
7105;GCK;PTPN22;1
7106;GCK;FOXP3;1
7107;GCK;RETN;1
7108;GCK;PTF1A;1
7109;GCK;SUMO4;1
7110;GCK;INS;1
7111;GPD2;ACE;1
7112;GPD2;AKT2;1
7113;GPD2;GCGR;1
7114;GPD2;GCK;1
7115;GPD2;HNF4A;1
7116;GPD2;INSR;1
7117;GPD2;IPF1;1
7118;GPD2;IRS1;1
7119;GPD2;KCNJ11;1
7120;GPD2;NEUROD1;1
7121;GPD2;ENPP1;1
7122;GPD2;PPARG;1
7123;GPD2;SLC2A2;1
7124;GPD2;SLC2A4;1
7125;GPD2;ABCC8;1
7126;GPD2;TCF1;1
7127;GPD2;TCF2;1
7128;GPD2;VEGF;1
7129;GPD2;IRS2;1
7130;GPD2;MAPK8IP1;1
7131;GPD2;CAPN10;1
7132;GPD2;PTPN22;1
7133;GPD2;FOXP3;1
7134;GPD2;RETN;1
7135;GPD2;PTF1A;1
7136;GPD2;SUMO4;1
7137;HNF4A;ACE;1
7138;HNF4A;AKT2;1
7139;HNF4A;GCGR;1
7140;HNF4A;GCK;2
7141;HNF4A;GPD2;1
7142;HNF4A;INSR;1
7143;HNF4A;IPF1;2
7144;HNF4A;IRS1;1
7145;HNF4A;KCNJ11;1
7146;HNF4A;NEUROD1;1
7147;HNF4A;ENPP1;1
7148;HNF4A;PPARG;1
7149;HNF4A;SLC2A2;1
7150;HNF4A;SLC2A4;1
7151;HNF4A;ABCC8;1
7152;HNF4A;TCF1;2
7153;HNF4A;TCF2;2
7154;HNF4A;VEGF;1
7155;HNF4A;IRS2;1
7156;HNF4A;MAPK8IP1;1
7157;HNF4A;CAPN10;1
7158;HNF4A;PTPN22;1
7159;HNF4A;FOXP3;1
7160;HNF4A;RETN;1
7161;HNF4A;PTF1A;1
7162;HNF4A;SUMO4;1
7163;HNF4A;INS;1
7164;INSR;ACE;1
7165;INSR;AKT2;1
7166;INSR;GCGR;1
7167;INSR;GCK;1
7168;INSR;GPD2;1
7169;INSR;HNF4A;1
7170;INSR;IPF1;1
7171;INSR;IRS1;1
7172;INSR;KCNJ11;1
7173;INSR;NEUROD1;1
7174;INSR;ENPP1;1
7175;INSR;PPARG;1
7176;INSR;SLC2A2;1
7177;INSR;SLC2A4;1
7178;INSR;ABCC8;1
7179;INSR;TCF1;1
7180;INSR;TCF2;1
7181;INSR;VEGF;1
7182;INSR;IRS2;1
7183;INSR;MAPK8IP1;1
7184;INSR;CAPN10;1
7185;INSR;PTPN22;1
7186;INSR;FOXP3;1
7187;INSR;RETN;1
7188;INSR;PTF1A;1
7189;INSR;SUMO4;1
7190;IPF1;ACE;1
7191;IPF1;AKT2;1
7192;IPF1;GCGR;1
7193;IPF1;GCK;2
7194;IPF1;GPD2;1
7195;IPF1;HNF4A;2
7196;IPF1;INSR;1
7197;IPF1;IRS1;1
7198;IPF1;KCNJ11;1
7199;IPF1;NEUROD1;1
7200;IPF1;ENPP1;1
7201;IPF1;PPARG;1
7202;IPF1;SLC2A2;1
7203;IPF1;SLC2A4;1
7204;IPF1;ABCC8;1
7205;IPF1;TCF1;2
7206;IPF1;TCF2;2
7207;IPF1;VEGF;1
7208;IPF1;IRS2;1
7209;IPF1;MAPK8IP1;1
7210;IPF1;CAPN10;1
7211;IPF1;PTPN22;1
7212;IPF1;FOXP3;1
7213;IPF1;RETN;1
7214;IPF1;PTF1A;1
7215;IPF1;SUMO4;1
7216;IPF1;INS;1
7217;IRS1;ACE;1
7218;IRS1;AKT2;1
7219;IRS1;GCGR;1
7220;IRS1;GCK;1
7221;IRS1;GPD2;1
7222;IRS1;HNF4A;1
7223;IRS1;INSR;1
7224;IRS1;IPF1;1
7225;IRS1;KCNJ11;1
7226;IRS1;NEUROD1;1
7227;IRS1;ENPP1;1
7228;IRS1;PPARG;1
7229;IRS1;SLC2A2;1
7230;IRS1;SLC2A4;1
7231;IRS1;ABCC8;1
7232;IRS1;TCF1;1
7233;IRS1;TCF2;1
7234;IRS1;VEGF;1
7235;IRS1;IRS2;1
7236;IRS1;MAPK8IP1;1
7237;IRS1;CAPN10;1
7238;IRS1;PTPN22;1
7239;IRS1;FOXP3;1
7240;IRS1;RETN;1
7241;IRS1;PTF1A;1
7242;IRS1;SUMO4;1
7243;KCNJ11;ACE;1
7244;KCNJ11;AKT2;1
7245;KCNJ11;GCGR;1
7246;KCNJ11;GCK;1
7247;KCNJ11;GPD2;1
7248;KCNJ11;HNF4A;1
7249;KCNJ11;INSR;1
7250;KCNJ11;IPF1;1
7251;KCNJ11;IRS1;1
7252;KCNJ11;NEUROD1;1
7253;KCNJ11;ENPP1;1
7254;KCNJ11;PPARG;1
7255;KCNJ11;SLC2A2;1
7256;KCNJ11;SLC2A4;1
7257;KCNJ11;ABCC8;1
7258;KCNJ11;TCF1;1
7259;KCNJ11;TCF2;1
7260;KCNJ11;VEGF;1
7261;KCNJ11;IRS2;1
7262;KCNJ11;MAPK8IP1;1
7263;KCNJ11;CAPN10;1
7264;KCNJ11;PTPN22;1
7265;KCNJ11;FOXP3;1
7266;KCNJ11;RETN;1
7267;KCNJ11;PTF1A;1
7268;KCNJ11;SUMO4;1
7269;NEUROD1;ACE;1
7270;NEUROD1;AKT2;1
7271;NEUROD1;GCGR;1
7272;NEUROD1;GCK;1
7273;NEUROD1;GPD2;1
7274;NEUROD1;HNF4A;1
7275;NEUROD1;INSR;1
7276;NEUROD1;IPF1;1
7277;NEUROD1;IRS1;1
7278;NEUROD1;KCNJ11;1
7279;NEUROD1;ENPP1;1
7280;NEUROD1;PPARG;1
7281;NEUROD1;SLC2A2;1
7282;NEUROD1;SLC2A4;1
7283;NEUROD1;ABCC8;1
7284;NEUROD1;TCF1;1
7285;NEUROD1;TCF2;1
7286;NEUROD1;VEGF;1
7287;NEUROD1;IRS2;1
7288;NEUROD1;MAPK8IP1;1
7289;NEUROD1;CAPN10;1
7290;NEUROD1;PTPN22;1
7291;NEUROD1;FOXP3;1
7292;NEUROD1;RETN;1
7293;NEUROD1;PTF1A;1
7294;NEUROD1;SUMO4;1
7295;ENPP1;ACE;1
7296;ENPP1;ADRB2;1
7297;ENPP1;AKT2;1
7298;ENPP1;GCGR;1
7299;ENPP1;GCK;1
7300;ENPP1;GPD2;1
7301;ENPP1;HNF4A;1
7302;ENPP1;INSR;1
7303;ENPP1;IPF1;1
7304;ENPP1;IRS1;1
7305;ENPP1;KCNJ11;1
7306;ENPP1;NEUROD1;1
7307;ENPP1;PPARG;2
7308;ENPP1;SLC2A2;1
7309;ENPP1;SLC2A4;1
7310;ENPP1;ABCC8;1
7311;ENPP1;TCF1;1
7312;ENPP1;TCF2;1
7313;ENPP1;VEGF;1
7314;ENPP1;IRS2;1
7315;ENPP1;MAPK8IP1;1
7316;ENPP1;CAPN10;1
7317;ENPP1;PTPN22;1
7318;ENPP1;FOXP3;1
7319;ENPP1;RETN;1
7320;ENPP1;PTF1A;1
7321;ENPP1;SUMO4;1
7322;ENPP1;AGRP;1
7323;ENPP1;ADRB3;1
7324;ENPP1;AKR1C2;1
7325;ENPP1;LEP;1
7326;ENPP1;LEPR;1
7327;ENPP1;MC3R;1
7328;ENPP1;MC4R;1
7329;ENPP1;NTRK2;1
7330;ENPP1;PCSK1;1
7331;ENPP1;POMC;1
7332;ENPP1;SIM1;1
7333;ENPP1;UCP1;1
7334;ENPP1;UCP2;1
7335;ENPP1;UCP3;1
7336;ENPP1;NR0B2;1
7337;ENPP1;CART;1
7338;ENPP1;SLC6A14;1
7339;ENPP1;GHRL;1
7340;PPARG;ERBB2;1
7341;PPARG;ACE;1
7342;PPARG;ADRB2;1
7343;PPARG;MSH2;1
7344;PPARG;LMNA;1
7345;PPARG;AKT2;1
7346;PPARG;GCGR;1
7347;PPARG;GCK;1
7348;PPARG;GPD2;1
7349;PPARG;HNF4A;1
7350;PPARG;INSR;1
7351;PPARG;IPF1;1
7352;PPARG;IRS1;1
7353;PPARG;KCNJ11;1
7354;PPARG;NEUROD1;1
7355;PPARG;ENPP1;2
7356;PPARG;SLC2A2;1
7357;PPARG;SLC2A4;1
7358;PPARG;ABCC8;1
7359;PPARG;TCF1;1
7360;PPARG;TCF2;1
7361;PPARG;VEGF;1
7362;PPARG;IRS2;1
7363;PPARG;MAPK8IP1;1
7364;PPARG;CAPN10;1
7365;PPARG;PTPN22;1
7366;PPARG;FOXP3;1
7367;PPARG;RETN;1
7368;PPARG;PTF1A;1
7369;PPARG;SUMO4;1
7370;PPARG;LGI1;1
7371;PPARG;DMBT1;1
7372;PPARG;PPP1R3A;1
7373;PPARG;PTPN1;1
7374;PPARG;AGRP;1
7375;PPARG;AGPAT2;1
7376;PPARG;PPARGC1A;1
7377;PPARG;BSCL2;1
7378;PPARG;ADRB3;1
7379;PPARG;AKR1C2;1
7380;PPARG;LEP;1
7381;PPARG;LEPR;1
7382;PPARG;MC3R;1
7383;PPARG;MC4R;1
7384;PPARG;NTRK2;1
7385;PPARG;PCSK1;1
7386;PPARG;POMC;1
7387;PPARG;SIM1;1
7388;PPARG;UCP1;1
7389;PPARG;UCP2;1
7390;PPARG;UCP3;1
7391;PPARG;NR0B2;1
7392;PPARG;CART;1
7393;PPARG;SLC6A14;1
7394;PPARG;GHRL;1
7395;SLC2A2;ACE;1
7396;SLC2A2;AKT2;1
7397;SLC2A2;GCGR;1
7398;SLC2A2;GCK;1
7399;SLC2A2;GPD2;1
7400;SLC2A2;HNF4A;1
7401;SLC2A2;INSR;1
7402;SLC2A2;IPF1;1
7403;SLC2A2;IRS1;1
7404;SLC2A2;KCNJ11;1
7405;SLC2A2;NEUROD1;1
7406;SLC2A2;ENPP1;1
7407;SLC2A2;PPARG;1
